,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
1566,"Dry Clean Direct of Chicago, Inc.",9300 S. Commercial Ave.,Commercial Ave,2014-12-18T00:00:00.000,43500.0,32625.0,masonry repairs to front entryway; resurfacing and striping of parking lot; powerwashing and tuck pointing to building,"[41.726549, -87.55139729999999]",-87.55139729999999,41.726549
1567,"Crisp N Clean of Chicago-Madison, Inc.",2323 W. Madison St.,Central West,2014-12-18T00:00:00.000,40500.0,12750.0,installation of new channel letter sign on front faÃ§ade and installation of new T5 bay light fixtures with all necessary wiring,"[41.8811791, -87.7029795]",-87.7029795,41.8811791
1568,"3205 Armitage Manor, LLC",3205 W. Armitage Ave.,Fullerton Milwaukee,2014-12-19T00:00:00.000,141298.93,100000.0,"demolition of current storefront and brick infill; removal of deteriorated face brick and replacement with like brick; tuck pointing; replace broken limestone sill; install new storefront door; install five (5) new storefront windows; caulking at windows, doors, expansion joints, and cornice; install two (2) exterior lights at storefront and associated electrical; provide and install two (2) structural steel channels and two (2) ""W"" section structural steel columns and associated modification to existing beam; framing at storefront area and install four (4) new floor joists and plywood subflooring; trim interior of windows and doors at storefront and rebuild bulkhead display boxes in storefront windows; insulation for columns, window mullions, bulkheads, and joist space at facade; repair and replace drywall at storefront ceiling area and east and west walls; tile flooring for entry area; painting of exterior of storefront, interior at faÃ§ade and north and south walls, and painting of the cornice; install 200 amp electrical service for commercial space; grind and tuck point east and west elevation of common brick and replace 70 lineal feet of common brick at west elevation and 30 lineal feet at east elevation","[41.9172048, -87.7074281]",-87.7074281,41.9172048
1569,J.C. Moon Co.,4250 N. Pulaski,Irving Park/Elston,2014-12-19T00:00:00.000,136840.0,100000.0,"facade renovations including tuckpointing and brick replacement all around the building, replacement of glass block windows on front faÃ§ade with glass windows (requiring creation of new openings in masonry wall) matching the buildingâ€™s 2nd floor windows, installation of new storefront doors and entryway; new wrought iron sliding gate in rear; grading of parking lot, resurfacing with asphalt and installation of new catch basin; installation of new exterior stairwell; replacement of damaged wooden exterior walls on warehouse in rear of property; and installation of new electrical service panels with new wiring","[41.9589654, -87.7279042]",-87.7279042,41.9589654
1570,"Burgundy Restaurant, Inc.",5959 W. Irving Park Rd.,West Irving Park,2014-12-22T00:00:00.000,28300.0,21225.0,"install new tile flooring in restaurant dining room and kitchen; install new drop ceiling tiles in kitchen area, three new exterior metal doors; install stainless steel backsplash panel on dishwashing station and kitchen area; painting of kitchen, carpet replacement in dining room","[41.952879, -87.776601]",-87.776601,41.952879
1571,E&J Foreign Cars Ltd.,4241-5 N. Western Ave.,Western Avenue South,2015-01-06T00:00:00.000,118685.47,89014.1,"new garage and office entrance doors; new windows; remove and replace office lighting, outside lighting, and garage lighting with energy efficient items; remove old fans in garage and replace with new fan; remove and replace roofing system; new HVAC rooftop unit, associated duct work and electrical, engineering services; new fencing; parking lot improvements (demolish old concrete; regrade and install new stone base; paving and steamrolling)","[41.9589507, -87.6882852]",-87.6882852,41.9589507
1572,"Jimena's, Inc. dba Monica's Pizza",4410 W. 63rd St.,63rd/Pulaski,2015-01-07T00:00:00.000,88888.88,66666.66,"demolition; foundation work, new concrete slab; concrete block exterior walls and brick front wall and limestone seal; steel I-beams; framing, walls, rafters, and roof decking; insulation; drywall; rough plumbing; HVAC; rough plumbing; new gutters; roofing","[41.7753564, -87.7231757]",-87.7231757,41.7753564
1573,Irma Curiel,4106 W. Armitage Ave.,Armitage/Pulaski,2015-01-08T00:00:00.000,30975.0,23231.25,"roofing; replacement of an I beam above first floor window system; tuck pointing on the western elevation, three new windows on second floor faÃ§ade; new gutter and downspouts; masonry repairs to rear retaining walls; replacement of support columns in basement; replacement of basement door; reconstruction of the chimney; and scaffolding and permit expenses","[41.9174857, -87.7294399]",-87.7294399,41.9174857
1574,His & Hers Barber and Beauty Salon,2102 S. Pulaski Rd.,Ogden/Pulaski,2015-01-12T00:00:00.000,31925.0,23943.75,"roofing; new aluminum storefront, windows, and door","[41.8532885, -87.7250249]",-87.7250249,41.8532885
1575,John D. Colbert & Associates,1925 W Irving Park Rd,Western Avenue South,2015-01-13T00:00:00.000,6950.0,5212.5,"installation of new storefront framing, and tempered glass windows and doors.","[41.9539158, -87.6772622]",-87.6772622,41.9539158
1576,"DLV Printing Service, Inc.",5825 W. Corcoran Pl.,Madison/Austin,2015-01-14T00:00:00.000,128750.0,96562.5,"demolishing the stucco faÃ§ade and restoring existing and installing new brick for masonry faÃ§ade; installation of new storefront system including frame, glass windows and doors; roofing repairs including tuckpointing and masonry repairs to parapet walls and tuckpointing around property; interior demolition, new rough carpentry and framing, drywall and insulation, flooring (tile, hardwood, carpeting), new drop ceilings; build out of new employee restroom including rough plumbing work and fixtures; electrical work including wiring and light fixtures; HVAC improvements including new furnace with condenser, coils, and extensions to existing ductwork; painting and finishing","[41.8870328, -87.7710963]",-87.7710963,41.8870328
1577,Chicago Press Corporation,1112 N. Homan Ave.,Division/Homan,2015-01-14T00:00:00.000,40156.0,16212.99,"roofing repairs to main roof, south warehouse roof, chemical room roof, and loading dock roof; masonry repairs; and install a 400 amp electrical panel on the west wall","[41.9015028, -87.71179169999999]",-87.71179169999999,41.9015028
1578,Lakeshore Plumbing,5332 N Elston,Elston/Armstrong,2015-01-15T00:00:00.000,116771.0,81158.25,"facade renovations, windows, doors, parking lot, sewer work, landscaping and fencing including electrical gate.","[41.9780141, -87.7567744]",-87.7567744,41.9780141
1579,Northcenter Chamber of Commerce,4054 N. Lincoln Ave.,Western Avenue South,2015-01-30T00:00:00.000,181082.0,100000.0,"demolishing existing faÃ§ade and siding and replacing with new masonry faÃ§ade, new storefront system with new frame, windows and doors, and new siding all around property; roofing repairs in rear above first floor including new stairwell, rebuild of masonry parapet wall to heighten per City code; tuckpointing around building and creation of new opening in rear masonry wall for door opening; interior buildout including demolition, new flooring (tile and hardwood), carpentry and framing, drywall and insulation, new drop ceiling, and buildout of two new ADA compliant restrooms; plumbing work (rough and finish) for two new restrooms; new electrical service including panels, wiring and light fixtures; HVAC improvements including new ductwork; painting and finishing","[41.9556034, -87.6799276]",-87.6799276,41.9556034
1580,"Ops 3, LLC dba Screen Works / The Show Department",2201 W. Fulton St./2226 W. Walnut St.,Kinzie Industrial Corridor,2015-02-05T00:00:00.000,141740.0,70870.0,two (2) new roofs for lower and upper roofs at 2226 W. Walnut,"[41.8863121, -87.68216350000002]",-87.68216350000002,41.8863121
1581,"Dry Clean Direct of Chicago, Inc.",9300 S. Commercial Ave.,Commercial Avenue,2015-02-06T00:00:00.000,89500.0,67125.0,"install rooftop evaporative cooler; install new boiler, blow down, and water return tanks; plumbing repairs; remove and replace lighting and associated electrical;install 100 gallon energy efficient commercial water heater","[41.726549, -87.55139729999999]",-87.55139729999999,41.726549
1582,"Network 3050 Western, LLC / American Heritage Fireplace, Inc.",3050 N. Western Ave.,Addison Corridor (South),2015-02-06T00:00:00.000,56569.79,14142.45,"masonry repairs to exterior of 3050 N. Western: demolish masonry panels on east elevation, installation of new brick panels, tuck pointing; materials for masonry repairs; painting; permit expenses","[41.9374901, -87.68834989999999]",-87.68834989999999,41.9374901
1583,"Pearl's Southern Comfort, Inc.",5352 N. Broadway,Bryn Mawr Broadway,2015-02-06T00:00:00.000,88466.0,63162.0,"exterior renovations including installation of a new storefront system including frame, glass windows, glass entry door, and limestone at knee wall and on upper front faÃ§ade; interior masonry repairs including new brick and general tuckpointing; installation of new 400 AMP electrical service and rough electrical work; and new mechanical HVAC system including rooftop unit, new ductwork, and kitchen exhaust systems. Additional expenses went towards a new limestone sign, which will not be included in eligible project costs.","[41.9797119, -87.6603519]",-87.6603519,41.9797119
1584,Royal Envelope Corporation,4114 S. Peoria St.,Stockyard Annex,2015-02-09T00:00:00.000,85280.0,42640.0,furnish and install fifteen (15) new window systems,"[41.8198312, -87.64905]",-87.64905,41.8198312
1585,CG Realty Group Ltd.,1926-8 W. Irving Park Rd.,Western Avenue (South),2015-02-10T00:00:00.000,134400.0,100000.0,"demolish rear storage shed at north-east corner of property; demolish and replace concrete parking lot at rear; remove and replace rooftop HVAC unit; masonry repairs to the exterior (grinding, tuck pointing of parapet, remove damaged lintels and replace, repair damaged brick at west and north elevations; power washing and general tuck pointing); new roofing system; remove old storefront system and door and replace with a new storefront system and door; new windows; new interior doors, casings, and baseboards; new cabinets and counters; new staircase from parking lot to second floor; new tile for entries, bathroom, and kitchen; new kitchen sink and faucet; new hardwood flooring and carpet; painting; and permanent security system items","[41.9543204, -87.6775992]",-87.6775992,41.9543204
1586,"Star-Tech Glass, Inc.",1835 N. Major Ave.,Galewood/Armitage,2015-02-10T00:00:00.000,293600.0,146800.0,"a complete tear off of flat roof, repairs to decking, new insulation, installation of new TPO roofing system, new flashings, and new metal copings at parapet walls","[41.9142904, -87.76809019999999]",-87.76809019999999,41.9142904
1587,Garcia Auto Service,4055 W. Armitage Ave.,Armitage/Pulaski,2015-02-13T00:00:00.000,69940.0,50025.0,"facade renovation, windows, doors, office build-out,","[41.9170124, -87.7287296]",-87.7287296,41.9170124
1588,Kim and Larry's Unisex Salon,3835 W. Cermak Rd.,Ogden/Pulaski,2015-02-13T00:00:00.000,85000.0,44031.75,"replacement of basement beam, repair the structural beam supporting the front faÃ§ade, roof replacement, tuck-pointing installation of new asphalt for parking, installing framing for bathroom, new windows, rough plumbing and rough electrical systems.","[41.8514267, -87.72124339999999]",-87.72124339999999,41.8514267
1589,"HT Central Development, LLC",1840 N. Central Ave.,Galewood/Armitage,2015-02-17T00:00:00.000,256975.0,64243.75,"tear off and re-roofing of industrial warehouse facility, new insulation, new GAF 60 mil white TPO singly ply roofing system, and all new flashings at parapet walls and HVAC units","[41.9140745, -87.76669989999999]",-87.76669989999999,41.9140745
1590,"Independent Living Solutions, Inc.",6327 N. Pulaski Rd.,Peterson/Pulaski,2015-02-19T00:00:00.000,131617.0,96743.63,"roofing; masonry repairs to parapet wall; removal and replacement of 20 windows on upper perimeter; removal and replacement of storefront windows; paving for parking lot; HVAC; insulation and drywall, painting, and epoxy flooring for shop area; front office build out (framing, drywall, painting, and electrical); T8 lighting; vinyl flooring; acoustical ceiling; and architectural and permit expenses","[41.9963142, -87.72863369999999]",-87.72863369999999,41.9963142
1591,"Microlution, Inc.",6635 W. Irving Park Rd.,West Irving Park,2015-02-19T00:00:00.000,21892.72,10841.36,removal of four (4) existing single pane glass windows on front faÃ§ade and replacement with new insulated and tempered glass units; removal and replacement of one 5 ton 3 phase rooftop unit and one 10 ton 3 phase rooftop unit,"[41.9525313, -87.79277130000001]",-87.79277130000001,41.9525313
1592,House of Styles,4750 W. Madison,Madison/Austin,2015-03-02T00:00:00.000,10000.0,7500.0,installation of new drywall and new flooring,"[41.88067220000001, -87.7448692]",-87.7448692,41.88067220000001
